Timestamp,Object Name,Is Attached
0.018,RoofZone_SmartRopeNode3_SmartRope,1
0.075,RoofZone_SmartRopeNode3_SmartRope,1
0.117,RoofZone_SmartRopeNode3_SmartRope,0
0.182,RoofZone_SmartRopeNode3_SmartRope,1
0.235,RoofZone_SmartRopeNode3_SmartRope,0
0.291,RoofZone_SmartRopeNode3_SmartRope,0
0.339,RoofZone_SmartRopeNode3_SmartRope,1
0.403,RoofZone_SmartRopeNode3_SmartRope,0
0.445,RoofZone_SmartRopeNode3_SmartRope,0
0.500,RoofZone_SmartRopeNode3_SmartRope,1
0.541,RoofZone_SmartRopeNode3_SmartRope,0
0.608,RoofZone_SmartRopeNode3_SmartRope,0
0.665,RoofZone_SmartRopeNode3_SmartRope,1
0.727,RoofZone_SmartRopeNode3_SmartRope,1
0.790,RoofZone_SmartRopeNode3_SmartRope,0
0.832,RoofZone_SmartRopeNode3_SmartRope,1
0.887,RoofZone_SmartRopeNode3_SmartRope,0
0.935,RoofZone_SmartRopeNode3_SmartRope,0
0.976,RoofZone_SmartRopeNode3_SmartRope,1
1.018,RoofZone_SmartRopeNode3_SmartRope,0
1.071,RoofZone_SmartRopeNode3_SmartRope,0
1.116,RoofZone_SmartRopeNode3_SmartRope,1
1.169,RoofZone_SmartRopeNode3_SmartRope,0
1.212,RoofZone_SmartRopeNode3_SmartRope,0
1.257,RoofZone_SmartRopeNode3_SmartRope,1
1.319,RoofZone_SmartRopeNode3_SmartRope,1
1.381,RoofZone_SmartRopeNode3_SmartRope,0
1.430,RoofZone_SmartRopeNode3_SmartRope,1
1.475,RoofZone_SmartRopeNode3_SmartRope,0
1.527,RoofZone_SmartRopeNode3_SmartRope,0
1.585,RoofZone_SmartRopeNode3_SmartRope,1
1.647,RoofZone_SmartRopeNode3_SmartRope,0
1.699,RoofZone_SmartRopeNode3_SmartRope,0
1.740,RoofZone_SmartRopeNode3_SmartRope,1
1.791,RoofZone_SmartRopeNode3_SmartRope,0
1.853,RoofZone_SmartRopeNode3_SmartRope,0
1.896,RoofZone_SmartRopeNode3_SmartRope,1
1.943,RoofZone_SmartRopeNode3_SmartRope,1
1.995,RoofZone_SmartRopeNode3_SmartRope,0
2.042,RoofZone_SmartRopeNode3_SmartRope,1
2.083,RoofZone_SmartRopeNode3_SmartRope,0
