Timestamp,Object Name,Distance
0.021,RoofZone_UltrasonicNode1_UltrasonicSensor,20
0.073,RoofZone_UltrasonicNode1_UltrasonicSensor,30
0.120,RoofZone_UltrasonicNode1_UltrasonicSensor,140
0.203,RoofZone_UltrasonicNode1_UltrasonicSensor,50
0.247,RoofZone_UltrasonicNode1_UltrasonicSensor,160
0.296,RoofZone_UltrasonicNode1_UltrasonicSensor,70
0.340,RoofZone_UltrasonicNode1_UltrasonicSensor,180
0.387,RoofZone_UltrasonicNode1_UltrasonicSensor,90
0.434,RoofZone_UltrasonicNode1_UltrasonicSensor,100
0.480,RoofZone_UltrasonicNode1_UltrasonicSensor,120
0.526,RoofZone_UltrasonicNode1_UltrasonicSensor,100
0.598,RoofZone_UltrasonicNode1_UltrasonicSensor,90
0.651,RoofZone_UltrasonicNode1_UltrasonicSensor,150
0.696,RoofZone_UltrasonicNode1_UltrasonicSensor,60
0.742,RoofZone_UltrasonicNode1_UltrasonicSensor,250
0.786,RoofZone_UltrasonicNode1_UltrasonicSensor,20
0.837,RoofZone_UltrasonicNode1_UltrasonicSensor,30
0.899,RoofZone_UltrasonicNode1_UltrasonicSensor,140
0.945,RoofZone_UltrasonicNode1_UltrasonicSensor,50
0.998,RoofZone_UltrasonicNode1_UltrasonicSensor,160
1.055,RoofZone_UltrasonicNode1_UltrasonicSensor,70
1.101,RoofZone_UltrasonicNode1_UltrasonicSensor,180
1.148,RoofZone_UltrasonicNode1_UltrasonicSensor,90
1.211,RoofZone_UltrasonicNode1_UltrasonicSensor,100
1.263,RoofZone_UltrasonicNode1_UltrasonicSensor,120
1.319,RoofZone_UltrasonicNode1_UltrasonicSensor,100
1.362,RoofZone_UltrasonicNode1_UltrasonicSensor,90
1.412,RoofZone_UltrasonicNode1_UltrasonicSensor,150
1.459,RoofZone_UltrasonicNode1_UltrasonicSensor,60
1.522,RoofZone_UltrasonicNode1_UltrasonicSensor,250
1.569,RoofZone_UltrasonicNode1_UltrasonicSensor,20
1.622,RoofZone_UltrasonicNode1_UltrasonicSensor,30
1.668,RoofZone_UltrasonicNode1_UltrasonicSensor,140
1.725,RoofZone_UltrasonicNode1_UltrasonicSensor,50
1.787,RoofZone_UltrasonicNode1_UltrasonicSensor,160
1.833,RoofZone_UltrasonicNode1_UltrasonicSensor,70
1.885,RoofZone_UltrasonicNode1_UltrasonicSensor,180
1.932,RoofZone_UltrasonicNode1_UltrasonicSensor,90
1.975,RoofZone_UltrasonicNode1_UltrasonicSensor,100
2.019,RoofZone_UltrasonicNode1_UltrasonicSensor,120
2.070,RoofZone_UltrasonicNode1_UltrasonicSensor,100
2.123,RoofZone_UltrasonicNode1_UltrasonicSensor,90
2.180,RoofZone_UltrasonicNode1_UltrasonicSensor,150
2.242,RoofZone_UltrasonicNode1_UltrasonicSensor,60
2.304,RoofZone_UltrasonicNode1_UltrasonicSensor,250
