Timestamp, Device Name, Is Powered
2024-12-03T20:00:40.210744600,Zone3_GateNode_motor,false
2024-12-03T20:00:40.749596800,Zone3_GateNode_motor,false
2024-12-03T20:00:41.259846900,Zone3_GateNode_motor,false
2024-12-03T20:00:41.772527700,Zone3_GateNode_motor,false
2024-12-03T20:00:42.287292700,Zone3_GateNode_motor,false
2024-12-03T20:00:42.799694100,Zone3_GateNode_motor,false
2024-12-03T20:00:43.316467600,Zone3_GateNode_motor,false
2024-12-03T20:00:43.831958900,Zone3_GateNode_motor,false
2024-12-03T20:00:44.346173100,Zone3_GateNode_motor,false
2024-12-03T20:00:44.862267600,Zone3_GateNode_motor,false
2024-12-03T20:00:45.408488700,Zone3_GateNode_motor,false
2024-12-03T20:00:45.922496,Zone3_GateNode_motor,false
2024-12-03T20:00:46.437022700,Zone3_GateNode_motor,false
2024-12-03T20:00:46.953015300,Zone3_GateNode_motor,false
2024-12-03T20:00:47.455197400,Zone3_GateNode_motor,false
2024-12-03T20:00:47.969761200,Zone3_GateNode_motor,false
2024-12-03T20:00:48.482600900,Zone3_GateNode_motor,false
2024-12-03T20:00:48.986519300,Zone3_GateNode_motor,false
2024-12-03T20:00:49.494643,Zone3_GateNode_motor,false
2024-12-03T20:00:50.012004400,Zone3_GateNode_motor,false
2024-12-03T20:00:50.524501500,Zone3_GateNode_motor,false
2024-12-03T20:00:51.041577300,Zone3_GateNode_motor,false
2024-12-03T20:00:51.544671800,Zone3_GateNode_motor,false
2024-12-03T20:00:52.045243600,Zone3_GateNode_motor,false
2024-12-03T20:00:52.547511100,Zone3_GateNode_motor,false
2024-12-03T20:00:53.060785400,Zone3_GateNode_motor,false
2024-12-03T20:00:53.562063800,Zone3_GateNode_motor,false
2024-12-03T20:00:54.074848100,Zone3_GateNode_motor,false
