Timestamp,Object Name,Distance
0.022,RoofZone_UltrasonicNode4_UltrasonicSensor,200
0.073,RoofZone_UltrasonicNode4_UltrasonicSensor,15
0.120,RoofZone_UltrasonicNode4_UltrasonicSensor,10
0.182,RoofZone_UltrasonicNode4_UltrasonicSensor,59
0.226,RoofZone_UltrasonicNode4_UltrasonicSensor,120
0.276,RoofZone_UltrasonicNode4_UltrasonicSensor,70
0.328,RoofZone_UltrasonicNode4_UltrasonicSensor,180
0.371,RoofZone_UltrasonicNode4_UltrasonicSensor,90
0.418,RoofZone_UltrasonicNode4_UltrasonicSensor,100
0.464,RoofZone_UltrasonicNode4_UltrasonicSensor,130
0.509,RoofZone_UltrasonicNode4_UltrasonicSensor,140
0.575,RoofZone_UltrasonicNode4_UltrasonicSensor,250
0.617,RoofZone_UltrasonicNode4_UltrasonicSensor,150
0.681,RoofZone_UltrasonicNode4_UltrasonicSensor,60
0.732,RoofZone_UltrasonicNode4_UltrasonicSensor,250
0.772,RoofZone_UltrasonicNode4_UltrasonicSensor,200
0.827,RoofZone_UltrasonicNode4_UltrasonicSensor,15
0.875,RoofZone_UltrasonicNode4_UltrasonicSensor,10
0.930,RoofZone_UltrasonicNode4_UltrasonicSensor,59
0.976,RoofZone_UltrasonicNode4_UltrasonicSensor,120
1.021,RoofZone_UltrasonicNode4_UltrasonicSensor,70
1.087,RoofZone_UltrasonicNode4_UltrasonicSensor,180
1.131,RoofZone_UltrasonicNode4_UltrasonicSensor,90
1.182,RoofZone_UltrasonicNode4_UltrasonicSensor,100
1.225,RoofZone_UltrasonicNode4_UltrasonicSensor,130
1.273,RoofZone_UltrasonicNode4_UltrasonicSensor,140
1.323,RoofZone_UltrasonicNode4_UltrasonicSensor,250
1.381,RoofZone_UltrasonicNode4_UltrasonicSensor,150
1.429,RoofZone_UltrasonicNode4_UltrasonicSensor,60
1.471,RoofZone_UltrasonicNode4_UltrasonicSensor,250
1.529,RoofZone_UltrasonicNode4_UltrasonicSensor,200
1.585,RoofZone_UltrasonicNode4_UltrasonicSensor,15
1.636,RoofZone_UltrasonicNode4_UltrasonicSensor,10
1.678,RoofZone_UltrasonicNode4_UltrasonicSensor,59
1.721,RoofZone_UltrasonicNode4_UltrasonicSensor,120
1.787,RoofZone_UltrasonicNode4_UltrasonicSensor,70
1.833,RoofZone_UltrasonicNode4_UltrasonicSensor,180
1.885,RoofZone_UltrasonicNode4_UltrasonicSensor,90
1.932,RoofZone_UltrasonicNode4_UltrasonicSensor,100
1.975,RoofZone_UltrasonicNode4_UltrasonicSensor,130
2.016,RoofZone_UltrasonicNode4_UltrasonicSensor,140
2.059,RoofZone_UltrasonicNode4_UltrasonicSensor,250
2.101,RoofZone_UltrasonicNode4_UltrasonicSensor,150
2.164,RoofZone_UltrasonicNode4_UltrasonicSensor,60
2.226,RoofZone_UltrasonicNode4_UltrasonicSensor,250
2.288,RoofZone_UltrasonicNode4_UltrasonicSensor,200
2.351,RoofZone_UltrasonicNode4_UltrasonicSensor,15
2.413,RoofZone_UltrasonicNode4_UltrasonicSensor,10
2.464,RoofZone_UltrasonicNode4_UltrasonicSensor,59
2.523,RoofZone_UltrasonicNode4_UltrasonicSensor,120
2.585,RoofZone_UltrasonicNode4_UltrasonicSensor,70
2.636,RoofZone_UltrasonicNode4_UltrasonicSensor,180
2.684,RoofZone_UltrasonicNode4_UltrasonicSensor,90
2.726,RoofZone_UltrasonicNode4_UltrasonicSensor,100
2.774,RoofZone_UltrasonicNode4_UltrasonicSensor,130
2.836,RoofZone_UltrasonicNode4_UltrasonicSensor,140
2.896,RoofZone_UltrasonicNode4_UltrasonicSensor,250
2.958,RoofZone_UltrasonicNode4_UltrasonicSensor,150
3.005,RoofZone_UltrasonicNode4_UltrasonicSensor,60
3.052,RoofZone_UltrasonicNode4_UltrasonicSensor,250
3.114,RoofZone_UltrasonicNode4_UltrasonicSensor,200
3.157,RoofZone_UltrasonicNode4_UltrasonicSensor,15
3.224,RoofZone_UltrasonicNode4_UltrasonicSensor,10
3.269,RoofZone_UltrasonicNode4_UltrasonicSensor,59
3.334,RoofZone_UltrasonicNode4_UltrasonicSensor,120
3.377,RoofZone_UltrasonicNode4_UltrasonicSensor,70
3.434,RoofZone_UltrasonicNode4_UltrasonicSensor,180
3.478,RoofZone_UltrasonicNode4_UltrasonicSensor,90
3.520,RoofZone_UltrasonicNode4_UltrasonicSensor,100
3.576,RoofZone_UltrasonicNode4_UltrasonicSensor,130
3.617,RoofZone_UltrasonicNode4_UltrasonicSensor,140
3.670,RoofZone_UltrasonicNode4_UltrasonicSensor,250
3.727,RoofZone_UltrasonicNode4_UltrasonicSensor,150
3.774,RoofZone_UltrasonicNode4_UltrasonicSensor,60
3.821,RoofZone_UltrasonicNode4_UltrasonicSensor,250
3.864,RoofZone_UltrasonicNode4_UltrasonicSensor,200
3.931,RoofZone_UltrasonicNode4_UltrasonicSensor,15
3.974,RoofZone_UltrasonicNode4_UltrasonicSensor,10
4.024,RoofZone_UltrasonicNode4_UltrasonicSensor,59
4.086,RoofZone_UltrasonicNode4_UltrasonicSensor,120
4.139,RoofZone_UltrasonicNode4_UltrasonicSensor,70
4.196,RoofZone_UltrasonicNode4_UltrasonicSensor,180
4.258,RoofZone_UltrasonicNode4_UltrasonicSensor,90
4.301,RoofZone_UltrasonicNode4_UltrasonicSensor,100
4.351,RoofZone_UltrasonicNode4_UltrasonicSensor,130
4.393,RoofZone_UltrasonicNode4_UltrasonicSensor,140
4.434,RoofZone_UltrasonicNode4_UltrasonicSensor,250
4.491,RoofZone_UltrasonicNode4_UltrasonicSensor,150
4.534,RoofZone_UltrasonicNode4_UltrasonicSensor,60
4.587,RoofZone_UltrasonicNode4_UltrasonicSensor,250
4.648,RoofZone_UltrasonicNode4_UltrasonicSensor,200
4.709,RoofZone_UltrasonicNode4_UltrasonicSensor,15
4.751,RoofZone_UltrasonicNode4_UltrasonicSensor,10
4.805,RoofZone_UltrasonicNode4_UltrasonicSensor,59
4.854,RoofZone_UltrasonicNode4_UltrasonicSensor,120
4.910,RoofZone_UltrasonicNode4_UltrasonicSensor,70
4.951,RoofZone_UltrasonicNode4_UltrasonicSensor,180
4.994,RoofZone_UltrasonicNode4_UltrasonicSensor,90
5.037,RoofZone_UltrasonicNode4_UltrasonicSensor,100
5.078,RoofZone_UltrasonicNode4_UltrasonicSensor,130
5.145,RoofZone_UltrasonicNode4_UltrasonicSensor,140
5.186,RoofZone_UltrasonicNode4_UltrasonicSensor,250
5.242,RoofZone_UltrasonicNode4_UltrasonicSensor,150
5.301,RoofZone_UltrasonicNode4_UltrasonicSensor,60
5.344,RoofZone_UltrasonicNode4_UltrasonicSensor,250
5.428,RoofZone_UltrasonicNode4_UltrasonicSensor,200
5.486,RoofZone_UltrasonicNode4_UltrasonicSensor,15
5.533,RoofZone_UltrasonicNode4_UltrasonicSensor,10
5.578,RoofZone_UltrasonicNode4_UltrasonicSensor,59
5.627,RoofZone_UltrasonicNode4_UltrasonicSensor,120
5.669,RoofZone_UltrasonicNode4_UltrasonicSensor,70
5.710,RoofZone_UltrasonicNode4_UltrasonicSensor,180
5.772,RoofZone_UltrasonicNode4_UltrasonicSensor,90
5.829,RoofZone_UltrasonicNode4_UltrasonicSensor,100
5.871,RoofZone_UltrasonicNode4_UltrasonicSensor,130
5.929,RoofZone_UltrasonicNode4_UltrasonicSensor,140
5.985,RoofZone_UltrasonicNode4_UltrasonicSensor,250
6.047,RoofZone_UltrasonicNode4_UltrasonicSensor,150
6.093,RoofZone_UltrasonicNode4_UltrasonicSensor,60
6.135,RoofZone_UltrasonicNode4_UltrasonicSensor,250
6.188,RoofZone_UltrasonicNode4_UltrasonicSensor,200
6.249,RoofZone_UltrasonicNode4_UltrasonicSensor,15
6.313,RoofZone_UltrasonicNode4_UltrasonicSensor,10
6.374,RoofZone_UltrasonicNode4_UltrasonicSensor,59
6.436,RoofZone_UltrasonicNode4_UltrasonicSensor,120
6.477,RoofZone_UltrasonicNode4_UltrasonicSensor,70
6.530,RoofZone_UltrasonicNode4_UltrasonicSensor,180
6.573,RoofZone_UltrasonicNode4_UltrasonicSensor,90
6.614,RoofZone_UltrasonicNode4_UltrasonicSensor,100
6.671,RoofZone_UltrasonicNode4_UltrasonicSensor,130
6.717,RoofZone_UltrasonicNode4_UltrasonicSensor,140
6.781,RoofZone_UltrasonicNode4_UltrasonicSensor,250
6.828,RoofZone_UltrasonicNode4_UltrasonicSensor,150
6.882,RoofZone_UltrasonicNode4_UltrasonicSensor,60
6.925,RoofZone_UltrasonicNode4_UltrasonicSensor,250
6.967,RoofZone_UltrasonicNode4_UltrasonicSensor,200
7.031,RoofZone_UltrasonicNode4_UltrasonicSensor,15
7.074,RoofZone_UltrasonicNode4_UltrasonicSensor,10
7.117,RoofZone_UltrasonicNode4_UltrasonicSensor,59
7.159,RoofZone_UltrasonicNode4_UltrasonicSensor,120
7.208,RoofZone_UltrasonicNode4_UltrasonicSensor,70
7.250,RoofZone_UltrasonicNode4_UltrasonicSensor,180
7.291,RoofZone_UltrasonicNode4_UltrasonicSensor,90
7.343,RoofZone_UltrasonicNode4_UltrasonicSensor,100
7.394,RoofZone_UltrasonicNode4_UltrasonicSensor,130
7.451,RoofZone_UltrasonicNode4_UltrasonicSensor,140
7.493,RoofZone_UltrasonicNode4_UltrasonicSensor,250
7.544,RoofZone_UltrasonicNode4_UltrasonicSensor,150
7.598,RoofZone_UltrasonicNode4_UltrasonicSensor,60
7.641,RoofZone_UltrasonicNode4_UltrasonicSensor,250
7.685,RoofZone_UltrasonicNode4_UltrasonicSensor,200
7.736,RoofZone_UltrasonicNode4_UltrasonicSensor,15
7.793,RoofZone_UltrasonicNode4_UltrasonicSensor,10
7.856,RoofZone_UltrasonicNode4_UltrasonicSensor,59
8.007,RoofZone_UltrasonicNode4_UltrasonicSensor,120
8.072,RoofZone_UltrasonicNode4_UltrasonicSensor,70
8.114,RoofZone_UltrasonicNode4_UltrasonicSensor,180
8.165,RoofZone_UltrasonicNode4_UltrasonicSensor,90
8.219,RoofZone_UltrasonicNode4_UltrasonicSensor,100
8.274,RoofZone_UltrasonicNode4_UltrasonicSensor,130
8.319,RoofZone_UltrasonicNode4_UltrasonicSensor,140
8.365,RoofZone_UltrasonicNode4_UltrasonicSensor,250
8.412,RoofZone_UltrasonicNode4_UltrasonicSensor,150
8.455,RoofZone_UltrasonicNode4_UltrasonicSensor,60
8.497,RoofZone_UltrasonicNode4_UltrasonicSensor,250
8.540,RoofZone_UltrasonicNode4_UltrasonicSensor,200
8.590,RoofZone_UltrasonicNode4_UltrasonicSensor,15
8.632,RoofZone_UltrasonicNode4_UltrasonicSensor,10
8.682,RoofZone_UltrasonicNode4_UltrasonicSensor,59
8.740,RoofZone_UltrasonicNode4_UltrasonicSensor,120
8.794,RoofZone_UltrasonicNode4_UltrasonicSensor,70
8.840,RoofZone_UltrasonicNode4_UltrasonicSensor,180
8.896,RoofZone_UltrasonicNode4_UltrasonicSensor,90
8.958,RoofZone_UltrasonicNode4_UltrasonicSensor,100
9.006,RoofZone_UltrasonicNode4_UltrasonicSensor,130
9.049,RoofZone_UltrasonicNode4_UltrasonicSensor,140
9.104,RoofZone_UltrasonicNode4_UltrasonicSensor,250
9.144,RoofZone_UltrasonicNode4_UltrasonicSensor,150
9.196,RoofZone_UltrasonicNode4_UltrasonicSensor,60
9.242,RoofZone_UltrasonicNode4_UltrasonicSensor,250
