Timestamp,Object Name,Connected Device 0,Switch 0 Status
0.307,Zone3_GateNode_relay,Zone3_GateNode_motor,false
0.566,Zone3_GateNode_relay,Zone3_GateNode_motor,false
0.707,Zone3_GateNode_relay,Zone3_GateNode_motor,false
0.779,Zone3_GateNode_relay,Zone3_GateNode_motor,false
0.996,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.076,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.155,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.233,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.309,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.375,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.435,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.521,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.603,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.663,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.732,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.808,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.875,Zone3_GateNode_relay,Zone3_GateNode_motor,false
1.968,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.028,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.115,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.193,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.274,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.358,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.479,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.563,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.652,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.719,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.809,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.878,Zone3_GateNode_relay,Zone3_GateNode_motor,false
2.954,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.026,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.093,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.167,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.236,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.313,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.377,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.453,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.526,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.613,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.673,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.752,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.813,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.882,Zone3_GateNode_relay,Zone3_GateNode_motor,false
3.951,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.032,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.110,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.170,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.238,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.305,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.377,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.445,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.517,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.590,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.660,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.738,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.805,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.892,Zone3_GateNode_relay,Zone3_GateNode_motor,false
4.962,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.038,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.110,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.183,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.256,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.316,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.383,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.464,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.530,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.606,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.666,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.743,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.806,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.882,Zone3_GateNode_relay,Zone3_GateNode_motor,false
5.969,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.043,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.109,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.171,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.238,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.299,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.359,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.428,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.488,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.555,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.631,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.700,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.768,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.838,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.906,Zone3_GateNode_relay,Zone3_GateNode_motor,false
6.982,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.042,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.114,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.175,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.255,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.320,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.389,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.457,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.517,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.578,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.655,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.731,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.799,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.891,Zone3_GateNode_relay,Zone3_GateNode_motor,false
7.956,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.016,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.077,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.137,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.217,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.277,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.338,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.398,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.464,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.536,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.596,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.668,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.738,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.798,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.859,Zone3_GateNode_relay,Zone3_GateNode_motor,false
8.930,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.018,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.089,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.157,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.218,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.295,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.373,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.433,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.503,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.564,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.632,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.694,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.766,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.851,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.920,Zone3_GateNode_relay,Zone3_GateNode_motor,false
9.986,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.063,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.146,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.241,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.307,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.369,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.438,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.503,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.566,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.631,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.704,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.769,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.848,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.915,Zone3_GateNode_relay,Zone3_GateNode_motor,false
10.983,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.072,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.159,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.235,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.311,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.379,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.454,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.523,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.589,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.649,Zone3_GateNode_relay,Zone3_GateNode_motor,false
11.713,Zone3_GateNode_relay,Zone3_GateNode_motor,false
