Timestamp,Object Name,Event
2024-12-07T23:35:57.356404700,RoofZone_UltrasonicNode1_controller,Started
2024-12-07T23:35:57.369415200,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [20]
2024-12-07T23:35:57.371410400,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:35:57.943204300,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [30]
2024-12-07T23:35:57.946181800,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:35:58.517533,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [140]
2024-12-07T23:35:58.518522400,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:35:59.105140500,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [50]
2024-12-07T23:35:59.106518600,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:35:59.654167600,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [160]
2024-12-07T23:35:59.655173700,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:36:00.190400600,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [70]
2024-12-07T23:36:00.190400600,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:36:00.730783400,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [180]
2024-12-07T23:36:00.730783400,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:36:01.276548600,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [90]
2024-12-07T23:36:01.277562800,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:36:01.802694500,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [100]
2024-12-07T23:36:01.802694500,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
2024-12-07T23:36:02.339498600,RoofZone_UltrasonicNode1_controller,[SUCCESS] Received field [Distance] from object [RoofZone_UltrasonicNode1_UltrasonicSensor]. Value [120]
2024-12-07T23:36:02.340478100,RoofZone_UltrasonicNode1_controller,Sent [1] packets to parent node to publish them
