Timestamp,Object Name,Connected Device 0,Switch 0 Status
2024-12-06T20:58:14.818673700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:15.334470500,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:15.839861,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:16.349313900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:16.861984700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:17.377070600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:17.888542500,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:18.404321200,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:18.922858900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:19.429360800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:19.942469900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:20.456457100,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:20.973057,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:21.482015600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:21.994772100,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:22.509588600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:23.022647600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:23.534734700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:24.050176300,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:24.564236700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:25.080562,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:25.595446800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:26.098011800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:26.612879,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:27.126611400,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:27.641237500,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:28.156408400,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:28.669368,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:29.185265200,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:29.701232800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:30.214209800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:30.726661600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:31.237839500,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:31.751858100,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:32.253694400,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:32.767514600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:33.279110,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:33.793105100,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:34.304869600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:34.817101900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:35.319767,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:35.832290,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:36.346051200,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:36.859347800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:37.372985800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:37.888050900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:38.402177900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:38.915475400,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:39.427448300,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:39.941227,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:40.454289900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:40.967624100,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:41.484499300,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:41.996009800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:42.512855700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:43.024709600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:43.538452800,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:44.051126600,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:44.565680700,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
2024-12-06T20:58:45.082218,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:45.591095900,RoofZone_GateNode_relay,RoofZone_GateNode_motor,true
2024-12-06T20:58:46.103971500,RoofZone_GateNode_relay,RoofZone_GateNode_motor,false
