Timestamp,Object Name,Is Attached
2024-11-20T01:46:28.649706500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:29.874585600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:30.887304800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:31.903791400,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:32.919258600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:33.935248800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:34.939156100,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:35.954072800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:36.958420900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:37.960706700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:38.976454300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:39.988836400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:41.004973900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:42.018213500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:43.029821400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:44.042555900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:45.057418500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:46.059808900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:47.061877300,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:48.062576500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:49.074139600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:50.086201700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:51.100673900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:52.104150800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:53.116643700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:54.132583200,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:55.148299500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:56.163140700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:46:57.166960,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:58.179603300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:46:59.183232700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:00.190627300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:01.205262100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:02.219926700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:03.231666600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:04.233292600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:05.242813100,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:06.253903300,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:07.268730,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:08.273423500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:09.303028,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:10.317339100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:11.321662300,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:12.328883600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:13.345697200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:14.361309500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:15.366481900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:16.382511400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:17.388529500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:18.393026800,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:19.402590600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:20.403842600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:21.418138900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:22.421154300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:23.436746600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:24.440459100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:25.452608100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:26.472424,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:27.485582300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:28.499317900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:29.513973700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:30.526056800,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:31.528514500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:32.531556900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:33.542676300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:34.555025,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:35.567256500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:36.582465100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:37.594871800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:38.608463200,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:39.623502500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:40.637439300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:41.652379600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:42.667502400,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:43.673308700,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:44.688931,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:45.695362200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:46.699236900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:47.701553100,Zone1_SmartRopeNode3_SmartRope,1
