Timestamp,Object Name,ID
0.010,RoofZone_GateNode_scanner,Bruno
0.105,RoofZone_GateNode_scanner,Mars
0.217,RoofZone_GateNode_scanner,Omar
0.297,RoofZone_GateNode_scanner,Farrag
0.371,RoofZone_GateNode_scanner,hala
0.451,RoofZone_GateNode_scanner,cuz
0.526,RoofZone_GateNode_scanner,Guten
0.619,RoofZone_GateNode_scanner,Bruno
0.697,RoofZone_GateNode_scanner,Mars
0.774,RoofZone_GateNode_scanner,Omar
0.847,RoofZone_GateNode_scanner,Farrag
0.930,RoofZone_GateNode_scanner,hala
1.024,RoofZone_GateNode_scanner,cuz
1.101,RoofZone_GateNode_scanner,Guten
1.185,RoofZone_GateNode_scanner,Bruno
1.257,RoofZone_GateNode_scanner,Mars
1.350,RoofZone_GateNode_scanner,Omar
1.417,RoofZone_GateNode_scanner,Farrag
1.491,RoofZone_GateNode_scanner,hala
1.569,RoofZone_GateNode_scanner,cuz
1.663,RoofZone_GateNode_scanner,Guten
1.731,RoofZone_GateNode_scanner,Bruno
1.802,RoofZone_GateNode_scanner,Mars
1.885,RoofZone_GateNode_scanner,Omar
1.954,RoofZone_GateNode_scanner,Farrag
2.029,RoofZone_GateNode_scanner,hala
2.102,RoofZone_GateNode_scanner,cuz
2.195,RoofZone_GateNode_scanner,Guten
2.273,RoofZone_GateNode_scanner,Bruno
2.367,RoofZone_GateNode_scanner,Mars
2.460,RoofZone_GateNode_scanner,Omar
2.524,RoofZone_GateNode_scanner,Farrag
2.616,RoofZone_GateNode_scanner,hala
2.684,RoofZone_GateNode_scanner,cuz
2.757,RoofZone_GateNode_scanner,Guten
2.836,RoofZone_GateNode_scanner,Bruno
2.911,RoofZone_GateNode_scanner,Mars
2.984,RoofZone_GateNode_scanner,Omar
3.058,RoofZone_GateNode_scanner,Farrag
3.130,RoofZone_GateNode_scanner,hala
3.224,RoofZone_GateNode_scanner,cuz
3.302,RoofZone_GateNode_scanner,Guten
3.398,RoofZone_GateNode_scanner,Bruno
3.478,RoofZone_GateNode_scanner,Mars
3.554,RoofZone_GateNode_scanner,Omar
3.617,RoofZone_GateNode_scanner,Farrag
3.711,RoofZone_GateNode_scanner,hala
3.780,RoofZone_GateNode_scanner,cuz
3.853,RoofZone_GateNode_scanner,Guten
3.927,RoofZone_GateNode_scanner,Bruno
4.001,RoofZone_GateNode_scanner,Mars
4.072,RoofZone_GateNode_scanner,Omar
4.152,RoofZone_GateNode_scanner,Farrag
4.227,RoofZone_GateNode_scanner,hala
4.305,RoofZone_GateNode_scanner,cuz
4.369,RoofZone_GateNode_scanner,Guten
4.445,RoofZone_GateNode_scanner,Bruno
4.523,RoofZone_GateNode_scanner,Mars
4.596,RoofZone_GateNode_scanner,Omar
4.693,RoofZone_GateNode_scanner,Farrag
4.758,RoofZone_GateNode_scanner,hala
4.822,RoofZone_GateNode_scanner,cuz
4.910,RoofZone_GateNode_scanner,Guten
4.974,RoofZone_GateNode_scanner,Bruno
5.058,RoofZone_GateNode_scanner,Mars
5.145,RoofZone_GateNode_scanner,Omar
5.207,RoofZone_GateNode_scanner,Farrag
5.270,RoofZone_GateNode_scanner,hala
5.384,RoofZone_GateNode_scanner,cuz
5.470,RoofZone_GateNode_scanner,Guten
5.549,RoofZone_GateNode_scanner,Bruno
5.631,RoofZone_GateNode_scanner,Mars
5.695,RoofZone_GateNode_scanner,Omar
5.772,RoofZone_GateNode_scanner,Farrag
5.859,RoofZone_GateNode_scanner,hala
5.953,RoofZone_GateNode_scanner,cuz
6.031,RoofZone_GateNode_scanner,Guten
6.108,RoofZone_GateNode_scanner,Bruno
6.204,RoofZone_GateNode_scanner,Mars
6.296,RoofZone_GateNode_scanner,Omar
6.390,RoofZone_GateNode_scanner,Farrag
6.453,RoofZone_GateNode_scanner,hala
6.530,RoofZone_GateNode_scanner,cuz
6.609,RoofZone_GateNode_scanner,Guten
6.687,RoofZone_GateNode_scanner,Bruno
6.766,RoofZone_GateNode_scanner,Mars
6.849,RoofZone_GateNode_scanner,Omar
6.923,RoofZone_GateNode_scanner,Farrag
6.999,RoofZone_GateNode_scanner,hala
7.079,RoofZone_GateNode_scanner,cuz
7.145,RoofZone_GateNode_scanner,Guten
7.234,RoofZone_GateNode_scanner,Bruno
7.328,RoofZone_GateNode_scanner,Mars
7.406,RoofZone_GateNode_scanner,Omar
7.497,RoofZone_GateNode_scanner,Farrag
7.575,RoofZone_GateNode_scanner,hala
7.641,RoofZone_GateNode_scanner,cuz
7.721,RoofZone_GateNode_scanner,Guten
7.826,RoofZone_GateNode_scanner,Bruno
8.008,RoofZone_GateNode_scanner,Mars
8.087,RoofZone_GateNode_scanner,Omar
8.164,RoofZone_GateNode_scanner,Farrag
8.241,RoofZone_GateNode_scanner,hala
8.335,RoofZone_GateNode_scanner,cuz
8.413,RoofZone_GateNode_scanner,Guten
8.481,RoofZone_GateNode_scanner,Bruno
8.549,RoofZone_GateNode_scanner,Mars
8.630,RoofZone_GateNode_scanner,Omar
8.704,RoofZone_GateNode_scanner,Farrag
8.786,RoofZone_GateNode_scanner,hala
8.851,RoofZone_GateNode_scanner,cuz
8.916,RoofZone_GateNode_scanner,Guten
8.997,RoofZone_GateNode_scanner,Bruno
9.068,RoofZone_GateNode_scanner,Mars
9.160,RoofZone_GateNode_scanner,Omar
9.238,RoofZone_GateNode_scanner,Farrag
9.306,RoofZone_GateNode_scanner,hala
9.379,RoofZone_GateNode_scanner,cuz
9.444,RoofZone_GateNode_scanner,Guten
9.508,RoofZone_GateNode_scanner,Bruno
9.576,RoofZone_GateNode_scanner,Mars
9.658,RoofZone_GateNode_scanner,Omar
9.755,RoofZone_GateNode_scanner,Farrag
9.822,RoofZone_GateNode_scanner,hala
9.895,RoofZone_GateNode_scanner,cuz
9.960,RoofZone_GateNode_scanner,Guten
10.025,RoofZone_GateNode_scanner,Bruno
10.088,RoofZone_GateNode_scanner,Mars
10.175,RoofZone_GateNode_scanner,Omar
10.239,RoofZone_GateNode_scanner,Farrag
10.304,RoofZone_GateNode_scanner,hala
10.388,RoofZone_GateNode_scanner,cuz
10.465,RoofZone_GateNode_scanner,Guten
10.558,RoofZone_GateNode_scanner,Bruno
10.635,RoofZone_GateNode_scanner,Mars
10.715,RoofZone_GateNode_scanner,Omar
10.782,RoofZone_GateNode_scanner,Farrag
10.855,RoofZone_GateNode_scanner,hala
10.934,RoofZone_GateNode_scanner,cuz
11.012,RoofZone_GateNode_scanner,Guten
11.093,RoofZone_GateNode_scanner,Bruno
11.222,RoofZone_GateNode_scanner,Mars
11.289,RoofZone_GateNode_scanner,Omar
11.386,RoofZone_GateNode_scanner,Farrag
11.468,RoofZone_GateNode_scanner,hala
11.531,RoofZone_GateNode_scanner,cuz
11.597,RoofZone_GateNode_scanner,Guten
11.668,RoofZone_GateNode_scanner,Bruno
11.739,RoofZone_GateNode_scanner,Mars
11.810,RoofZone_GateNode_scanner,Omar
11.878,RoofZone_GateNode_scanner,Farrag
11.959,RoofZone_GateNode_scanner,hala
12.054,RoofZone_GateNode_scanner,cuz
12.132,RoofZone_GateNode_scanner,Guten
12.207,RoofZone_GateNode_scanner,Bruno
12.272,RoofZone_GateNode_scanner,Mars
12.335,RoofZone_GateNode_scanner,Omar
12.423,RoofZone_GateNode_scanner,Farrag
12.502,RoofZone_GateNode_scanner,hala
12.570,RoofZone_GateNode_scanner,cuz
12.642,RoofZone_GateNode_scanner,Guten
12.720,RoofZone_GateNode_scanner,Bruno
12.798,RoofZone_GateNode_scanner,Mars
12.892,RoofZone_GateNode_scanner,Omar
12.968,RoofZone_GateNode_scanner,Farrag
13.061,RoofZone_GateNode_scanner,hala
13.155,RoofZone_GateNode_scanner,cuz
13.233,RoofZone_GateNode_scanner,Guten
13.326,RoofZone_GateNode_scanner,Bruno
13.418,RoofZone_GateNode_scanner,Mars
13.495,RoofZone_GateNode_scanner,Omar
13.568,RoofZone_GateNode_scanner,Farrag
13.657,RoofZone_GateNode_scanner,hala
13.724,RoofZone_GateNode_scanner,cuz
13.809,RoofZone_GateNode_scanner,Guten
13.882,RoofZone_GateNode_scanner,Bruno
13.952,RoofZone_GateNode_scanner,Mars
14.038,RoofZone_GateNode_scanner,Omar
14.115,RoofZone_GateNode_scanner,Farrag
14.206,RoofZone_GateNode_scanner,hala
14.285,RoofZone_GateNode_scanner,cuz
14.390,RoofZone_GateNode_scanner,Guten
14.474,RoofZone_GateNode_scanner,Bruno
14.551,RoofZone_GateNode_scanner,Mars
14.633,RoofZone_GateNode_scanner,Omar
14.695,RoofZone_GateNode_scanner,Farrag
14.769,RoofZone_GateNode_scanner,hala
14.845,RoofZone_GateNode_scanner,cuz
14.915,RoofZone_GateNode_scanner,Guten
14.985,RoofZone_GateNode_scanner,Bruno
15.067,RoofZone_GateNode_scanner,Mars
15.136,RoofZone_GateNode_scanner,Omar
15.233,RoofZone_GateNode_scanner,Farrag
15.312,RoofZone_GateNode_scanner,hala
15.389,RoofZone_GateNode_scanner,cuz
15.481,RoofZone_GateNode_scanner,Guten
15.559,RoofZone_GateNode_scanner,Bruno
15.631,RoofZone_GateNode_scanner,Mars
15.720,RoofZone_GateNode_scanner,Omar
15.790,RoofZone_GateNode_scanner,Farrag
15.886,RoofZone_GateNode_scanner,hala
15.962,RoofZone_GateNode_scanner,cuz
16.056,RoofZone_GateNode_scanner,Guten
16.120,RoofZone_GateNode_scanner,Bruno
16.186,RoofZone_GateNode_scanner,Mars
16.275,RoofZone_GateNode_scanner,Omar
16.353,RoofZone_GateNode_scanner,Farrag
16.431,RoofZone_GateNode_scanner,hala
16.504,RoofZone_GateNode_scanner,cuz
16.577,RoofZone_GateNode_scanner,Guten
16.644,RoofZone_GateNode_scanner,Bruno
16.745,RoofZone_GateNode_scanner,Mars
16.836,RoofZone_GateNode_scanner,Omar
16.911,RoofZone_GateNode_scanner,Farrag
16.998,RoofZone_GateNode_scanner,hala
17.069,RoofZone_GateNode_scanner,cuz
17.152,RoofZone_GateNode_scanner,Guten
17.226,RoofZone_GateNode_scanner,Bruno
17.320,RoofZone_GateNode_scanner,Mars
17.397,RoofZone_GateNode_scanner,Omar
17.461,RoofZone_GateNode_scanner,Farrag
17.538,RoofZone_GateNode_scanner,hala
17.632,RoofZone_GateNode_scanner,cuz
17.695,RoofZone_GateNode_scanner,Guten
17.787,RoofZone_GateNode_scanner,Bruno
17.866,RoofZone_GateNode_scanner,Mars
17.929,RoofZone_GateNode_scanner,Omar
18.007,RoofZone_GateNode_scanner,Farrag
18.083,RoofZone_GateNode_scanner,hala
18.160,RoofZone_GateNode_scanner,cuz
18.243,RoofZone_GateNode_scanner,Guten
18.305,RoofZone_GateNode_scanner,Bruno
18.370,RoofZone_GateNode_scanner,Mars
18.455,RoofZone_GateNode_scanner,Omar
18.531,RoofZone_GateNode_scanner,Farrag
18.610,RoofZone_GateNode_scanner,hala
18.681,RoofZone_GateNode_scanner,cuz
18.763,RoofZone_GateNode_scanner,Guten
18.857,RoofZone_GateNode_scanner,Bruno
18.937,RoofZone_GateNode_scanner,Mars
19.010,RoofZone_GateNode_scanner,Omar
19.079,RoofZone_GateNode_scanner,Farrag
19.146,RoofZone_GateNode_scanner,hala
19.236,RoofZone_GateNode_scanner,cuz
19.349,RoofZone_GateNode_scanner,Guten
19.438,RoofZone_GateNode_scanner,Bruno
19.532,RoofZone_GateNode_scanner,Mars
19.609,RoofZone_GateNode_scanner,Omar
19.687,RoofZone_GateNode_scanner,Farrag
19.750,RoofZone_GateNode_scanner,hala
19.815,RoofZone_GateNode_scanner,cuz
19.895,RoofZone_GateNode_scanner,Guten
19.983,RoofZone_GateNode_scanner,Bruno
20.111,RoofZone_GateNode_scanner,Mars
20.200,RoofZone_GateNode_scanner,Omar
20.280,RoofZone_GateNode_scanner,Farrag
20.359,RoofZone_GateNode_scanner,hala
20.431,RoofZone_GateNode_scanner,cuz
20.508,RoofZone_GateNode_scanner,Guten
20.586,RoofZone_GateNode_scanner,Bruno
20.654,RoofZone_GateNode_scanner,Mars
20.726,RoofZone_GateNode_scanner,Omar
20.792,RoofZone_GateNode_scanner,Farrag
20.872,RoofZone_GateNode_scanner,hala
20.951,RoofZone_GateNode_scanner,cuz
21.015,RoofZone_GateNode_scanner,Guten
21.111,RoofZone_GateNode_scanner,Bruno
21.178,RoofZone_GateNode_scanner,Mars
21.255,RoofZone_GateNode_scanner,Omar
21.324,RoofZone_GateNode_scanner,Farrag
21.418,RoofZone_GateNode_scanner,hala
21.507,RoofZone_GateNode_scanner,cuz
21.590,RoofZone_GateNode_scanner,Guten
21.681,RoofZone_GateNode_scanner,Bruno
21.756,RoofZone_GateNode_scanner,Mars
21.823,RoofZone_GateNode_scanner,Omar
21.885,RoofZone_GateNode_scanner,Farrag
21.948,RoofZone_GateNode_scanner,hala
22.023,RoofZone_GateNode_scanner,cuz
22.101,RoofZone_GateNode_scanner,Guten
22.164,RoofZone_GateNode_scanner,Bruno
22.242,RoofZone_GateNode_scanner,Mars
22.308,RoofZone_GateNode_scanner,Omar
22.387,RoofZone_GateNode_scanner,Farrag
22.474,RoofZone_GateNode_scanner,hala
22.551,RoofZone_GateNode_scanner,cuz
22.626,RoofZone_GateNode_scanner,Guten
22.706,RoofZone_GateNode_scanner,Bruno
22.785,RoofZone_GateNode_scanner,Mars
22.848,RoofZone_GateNode_scanner,Omar
22.916,RoofZone_GateNode_scanner,Farrag
22.992,RoofZone_GateNode_scanner,hala
23.063,RoofZone_GateNode_scanner,cuz
23.127,RoofZone_GateNode_scanner,Guten
23.193,RoofZone_GateNode_scanner,Bruno
23.281,RoofZone_GateNode_scanner,Mars
23.358,RoofZone_GateNode_scanner,Omar
23.432,RoofZone_GateNode_scanner,Farrag
23.501,RoofZone_GateNode_scanner,hala
23.571,RoofZone_GateNode_scanner,cuz
23.670,RoofZone_GateNode_scanner,Guten
23.763,RoofZone_GateNode_scanner,Bruno
23.826,RoofZone_GateNode_scanner,Mars
23.898,RoofZone_GateNode_scanner,Omar
23.975,RoofZone_GateNode_scanner,Farrag
24.057,RoofZone_GateNode_scanner,hala
24.132,RoofZone_GateNode_scanner,cuz
24.213,RoofZone_GateNode_scanner,Guten
24.291,RoofZone_GateNode_scanner,Bruno
24.368,RoofZone_GateNode_scanner,Mars
